post.uri,post.cid,post.author.did,post.author.handle,post.author.displayName,post.author.avatar,post.author.viewer.muted,post.author.viewer.blockedBy,post.author.labels,post.author.createdAt,post.record.$type,post.record.createdAt,post.record.embed.$type,post.record.embed.external.description,post.record.embed.external.thumb.$type,post.record.embed.external.thumb.ref.$link,post.record.embed.external.thumb.mimeType,post.record.embed.external.thumb.size,post.record.embed.external.title,post.record.embed.external.uri,post.record.facets,post.record.langs,post.record.text,post.embed.$type,post.embed.external.uri,post.embed.external.title,post.embed.external.description,post.embed.external.thumb,post.replyCount,post.repostCount,post.likeCount,post.quoteCount,post.indexedAt,post.viewer.threadMuted,post.viewer.embeddingDisabled,post.labels,reason.$type,reason.by.did,reason.by.handle,reason.by.displayName,reason.by.avatar,reason.by.viewer.muted,reason.by.viewer.blockedBy,reason.by.labels,reason.by.createdAt,reason.indexedAt,post.record.embed.images,post.embed.images,post.author.associated.chat.allowIncoming,post.record.embed.record.cid,post.record.embed.record.uri,post.embed.record.$type,post.embed.record.uri,post.embed.record.cid,post.embed.record.author.did,post.embed.record.author.handle,post.embed.record.author.displayName,post.embed.record.author.avatar,post.embed.record.author.viewer.muted,post.embed.record.author.viewer.blockedBy,post.embed.record.author.labels,post.embed.record.author.createdAt,post.embed.record.value.$type,post.embed.record.value.createdAt,post.embed.record.value.embed.$type,post.embed.record.value.embed.images,post.embed.record.value.facets,post.embed.record.value.langs,post.embed.record.value.text,post.embed.record.labels,post.embed.record.likeCount,post.embed.record.replyCount,post.embed.record.repostCount,post.embed.record.quoteCount,post.embed.record.indexedAt,post.embed.record.embeds
at://did:plc:mj5h6johygkjaoo3dg5q23lm/app.bsky.feed.post/3lkutjrah222j,bafyreibdoglmjcmf3kpsg4vkfot6akda6hxjjew2casuk3n7jx7i6punn4,did:plc:mj5h6johygkjaoo3dg5q23lm,shashj.bsky.social,Shashank Joshi,https://cdn.bsky.app/img/avatar/plain/did:plc:mj5h6johygkjaoo3dg5q23lm/bafkreifqsw4576zytpf2psa4yyjve7xv6tt5ceiaqrogfm7vu5eypav6ce@jpeg,False,False,[],2023-07-07T18:20:29.045Z,app.bsky.feed.post,2025-03-21T08:52:22.784Z,app.bsky.embed.external,It could land troops there more speedily than ever,blob,bafkreibwi3nla3hhksbj3a46ddhtkapfjkvbbdgglurudfmjtylpzc27bm,image/jpeg,409780.0,China is developing some startling new kit in its quest to reclaim Taiwan,https://www.economist.com/china/2025/03/20/china-is-developing-some-startling-new-kit-in-its-quest-to-reclaim-taiwan,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/china/2025/03/20/china-is-developing-some-startling-new-kit-in-its-quest-to-reclaim-taiwan'}], 'index': {'byteEnd': 290, 'byteStart': 257}}]",['en'],"I wrote this week on the PLA's new barge-bridge  vessels, which could unlock significant new capacity for China to sustain & support any invasion of Taiwan, allowing it to deliver a greater quantity of follow-on forces to the island without seizing a port. www.economist.com/china/2025/0...",app.bsky.embed.external#view,https://www.economist.com/china/2025/03/20/china-is-developing-some-startling-new-kit-in-its-quest-to-reclaim-taiwan,China is developing some startling new kit in its quest to reclaim Taiwan,It could land troops there more speedily than ever,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:mj5h6johygkjaoo3dg5q23lm/bafkreibwi3nla3hhksbj3a46ddhtkapfjkvbbdgglurudfmjtylpzc27bm@jpeg,9,53,165,4,2025-03-21T08:52:26.245Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-21T15:47:46.156Z,,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:gn6mkok3lpf2nb3iqmkaev67/app.bsky.feed.post/3lkuv6yo5lk2c,bafyreidkupc7ninovrsqizvqps2v6hqw7usq6wtrnxo4wffeolzavbyuhu,did:plc:gn6mkok3lpf2nb3iqmkaev67,codendahl.bsky.social,Christian Odendahl,https://cdn.bsky.app/img/avatar/plain/did:plc:gn6mkok3lpf2nb3iqmkaev67/bafkreibrxvvpkh2yz7l4y7tmoe27hvmkg2g52riym5c34cyu3i3eylp77i@jpeg,False,False,[],2023-09-19T15:11:23.827Z,app.bsky.feed.post,2025-03-21T09:22:08.959Z,app.bsky.embed.external,First names are a record of culture. What do they reveal?,blob,bafkreiav77vf27pqwpllx32vvzphwmdqegfu5mpv3kdbqat5bx7ik43lne,image/jpeg,349169.0,What baby names reveal about American and British society,https://www.economist.com/interactive/culture/2025/03/20/what-is-in-a-name,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/interactive/culture/2025/03/20/what-is-in-a-name'}], 'index': {'byteEnd': 141, 'byteStart': 108}}]",['en'],"Our data team looked at first names and what they reveal, with some fascinating graphics. Have a look. 👇 www.economist.com/interactive/...",app.bsky.embed.external#view,https://www.economist.com/interactive/culture/2025/03/20/what-is-in-a-name,What baby names reveal about American and British society,First names are a record of culture. What do they reveal?,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:gn6mkok3lpf2nb3iqmkaev67/bafkreiav77vf27pqwpllx32vvzphwmdqegfu5mpv3kdbqat5bx7ik43lne@jpeg,3,2,13,1,2025-03-21T09:22:09.047Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-21T15:47:38.051Z,,,following,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:54l4wovpee26ptnjel4nspty/app.bsky.feed.post/3lkuwrh2u622k,bafyreich37n6g4qp6k2neq67d2oexvk7zmry5wtlgusaonwgcho5n5wubm,did:plc:54l4wovpee26ptnjel4nspty,jnbpage.bsky.social,Jeremy Page 裴杰,https://cdn.bsky.app/img/avatar/plain/did:plc:54l4wovpee26ptnjel4nspty/bafkreie6husyotasxabkjfpsbc66pdhgnxrs5jheh3zyplvntvx66xscuu@jpeg,False,False,[],2023-11-13T13:52:00.180Z,app.bsky.feed.post,2025-03-21T09:50:21.770Z,app.bsky.embed.images,,,,,,,,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/china/2025/03/20/why-china-hates-the-panama-canal-deal-but-still-may-not-block-it'}], 'index': {'byteEnd': 272, 'byteStart': 239}}]",['en'],"How far could Xi Jinping go to resist the Panama Canal port deal? For this week's Economist, I parse the latest signs of Chinese displeasure at BlackRock's planned purchase of 2 Panama ports and 41 others from Hong Kong-based CK Hutchison www.economist.com/china/2025/0...",app.bsky.embed.images#view,,,,,1,7,20,2,2025-03-21T09:50:34.951Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-21T15:47:32.656Z,"[{'alt': '', 'aspectRatio': {'height': 582, 'width': 869}, 'image': {'$type': 'blob', 'ref': {'$link': 'bafkreidmninjje5j53gxi4fedc6hx7x5fmlk3psbqbdyd63ankpatnmu7q'}, 'mimeType': 'image/jpeg', 'size': 191584}}]","[{'thumb': 'https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:54l4wovpee26ptnjel4nspty/bafkreidmninjje5j53gxi4fedc6hx7x5fmlk3psbqbdyd63ankpatnmu7q@jpeg', 'fullsize': 'https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:54l4wovpee26ptnjel4nspty/bafkreidmninjje5j53gxi4fedc6hx7x5fmlk3psbqbdyd63ankpatnmu7q@jpeg', 'alt': '', 'aspectRatio': {'height': 582, 'width': 869}}]",all,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:pzajbfbxbpdzve2lhwwlzfwe/app.bsky.feed.post/3lkuz57dtzs2v,bafyreid7detiso6v7trw2uixyua62eaokulk5gi6kfogrkwdtmpea36vsm,did:plc:pzajbfbxbpdzve2lhwwlzfwe,tomsasse.bsky.social,Tom Sasse,https://cdn.bsky.app/img/avatar/plain/did:plc:pzajbfbxbpdzve2lhwwlzfwe/bafkreih7yf43gdlo7bbtak437kvfc75ew3ua6y6e53g3hbltvqdph2aon4@jpeg,False,False,[],2024-08-24T12:39:31.319Z,app.bsky.feed.post,2025-03-21T10:32:43.819Z,app.bsky.embed.external,But does it actually work?,blob,bafkreih4fnfq2jr7notcc2uamqxb2dpzljqa74q6d5wwkt6xjjaqkhzr7e,image/jpeg,600613.0,"ZOE, a British personal-nutrition app, is growing fast",https://www.economist.com/britain/2025/03/20/zoe-a-british-personal-nutrition-app-is-growing-fast,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/britain/2025/03/20/zoe-a-british-personal-nutrition-app-is-growing-fast'}], 'index': {'byteEnd': 269, 'byteStart': 236}}]",['en'],"Wrote about Zoe, and how it exemplifies the modern wellness industry. 

My own theory -- which I'd like to see them test -- is that personalised recommendations are effective at changing behaviour because we all like to feel special. 

www.economist.com/britain/2025...",app.bsky.embed.external#view,https://www.economist.com/britain/2025/03/20/zoe-a-british-personal-nutrition-app-is-growing-fast,"ZOE, a British personal-nutrition app, is growing fast",But does it actually work?,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:pzajbfbxbpdzve2lhwwlzfwe/bafkreih4fnfq2jr7notcc2uamqxb2dpzljqa74q6d5wwkt6xjjaqkhzr7e@jpeg,1,1,9,0,2025-03-21T10:32:49.151Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-21T15:47:25.949Z,,,following,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:stnvqwajs5ifq6ooi3amaslh/app.bsky.feed.post/3lkvaea7qss2e,bafyreibddxedebo6tkhxubzfbjl5idosfuf4klwcmrwwid4eqrxmxx3t2y,did:plc:stnvqwajs5ifq6ooi3amaslh,journalistjon.bsky.social,Jonathan Rosenthal,https://cdn.bsky.app/img/avatar/plain/did:plc:stnvqwajs5ifq6ooi3amaslh/bafkreiapxgou43ekkzaxbrp2ijtaztxkm4pu223kv77u5z6uki324bmrxi@jpeg,False,False,[],2023-10-08T22:21:10.155Z,app.bsky.feed.post,2025-03-21T12:41:55.807Z,app.bsky.embed.external,Will America’s president damage the world’s most powerful intelligence pact?,blob,bafkreigvin2j45keuhmoe5i4t2kahbuzr53v7h562go2zatq2uvrzakqai,image/jpeg,341629.0,Donald Trump v the spies of Five Eyes,https://www.economist.com/international/2025/03/16/donald-trump-v-the-spies-of-five-eyes,"[{'$type': 'app.bsky.richtext.facet', 'features': [{'$type': 'app.bsky.richtext.facet#mention', 'did': 'did:plc:mhzk3blh4pfxo3fqh2meowbb'}], 'index': {'byteEnd': 198, 'byteStart': 184}}, {'$type': 'app.bsky.richtext.facet', 'features': [{'$type': 'app.bsky.richtext.facet#mention', 'did': 'did:plc:mj5h6johygkjaoo3dg5q23lm'}], 'index': {'byteEnd': 260, 'byteStart': 241}}, {'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/international/2025/03/16/donald-trump-v-the-spies-of-five-eyes'}], 'index': {'byteEnd': 295, 'byteStart': 262}}]",['en'],"The Five Eyes spy pact is the world's most successful SIGINT (or signals intelligence) alliance in history. Is Donald Trump putting it at risk?
This week in the International pages of @economist.com we have a crunchy look at how it works by @shashj.bsky.social 
www.economist.com/internationa...",app.bsky.embed.external#view,https://www.economist.com/international/2025/03/16/donald-trump-v-the-spies-of-five-eyes,Donald Trump v the spies of Five Eyes,Will America’s president damage the world’s most powerful intelligence pact?,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:stnvqwajs5ifq6ooi3amaslh/bafkreigvin2j45keuhmoe5i4t2kahbuzr53v7h562go2zatq2uvrzakqai@jpeg,8,9,24,5,2025-03-21T12:41:57.649Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-21T15:45:47.055Z,,,following,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:mhzk3blh4pfxo3fqh2meowbb/app.bsky.feed.post/3lkvklsskqc27,bafyreih7gszoeseoh2fbq4zfyf2fvrnp5jcbfcvb2yg5psauk4djh5vuzu,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,app.bsky.feed.post,2025-03-21T15:45:07.544Z,app.bsky.embed.images,,,,,,,,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://econ.st/4iibACB'}], 'index': {'byteEnd': 163, 'byteStart': 148}}]",['en'],The idea of upgrading humans holds plenty of promise. Realising it will mean driving out the cranks and bringing the technology into the mainstream econ.st/4iibACB,app.bsky.embed.images#view,,,,,10,1,24,7,2025-03-21T15:45:10.753Z,False,False,[],,,,,,,,,,,"[{'alt': '', 'aspectRatio': {'height': 1577, 'width': 1181}, 'image': {'$type': 'blob', 'ref': {'$link': 'bafkreibrnlbwq6smjtj44jzzm26qtoqfp5ycogbtbve6cgr7zjyq7oap5i'}, 'mimeType': 'image/jpeg', 'size': 619388}}]","[{'thumb': 'https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreibrnlbwq6smjtj44jzzm26qtoqfp5ycogbtbve6cgr7zjyq7oap5i@jpeg', 'fullsize': 'https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreibrnlbwq6smjtj44jzzm26qtoqfp5ycogbtbve6cgr7zjyq7oap5i@jpeg', 'alt': '', 'aspectRatio': {'height': 1577, 'width': 1181}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:uod7l6gktnbincngqypbi4zb/app.bsky.feed.post/3lkvkesck2s2h,bafyreib47aslrcaw42arpdewf67ykicarchzv5siwy6elfrkevrssytjs4,did:plc:uod7l6gktnbincngqypbi4zb,dsorennie.bsky.social,David Rennie,https://cdn.bsky.app/img/avatar/plain/did:plc:uod7l6gktnbincngqypbi4zb/bafkreihs4xndjdh6gvejdc3gcs2nnbvxg4i7d7qze2efhabjqe4jj25j3y@jpeg,False,False,[],2023-11-18T08:24:31.511Z,app.bsky.feed.post,2025-03-21T15:41:12.190Z,app.bsky.embed.external,A revealing new history of the cold-war crisis that inspired modern refugee law,blob,bafkreiegadkf3qh52onyykfkdjkvtfibvg76kvibmz2y7o3gy6p77oskym,image/jpeg,937547.0,The right way to fight nativists,https://economist.com/international/2025/03/20/the-right-way-to-fight-nativists,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://economist.com/international/2025/03/20/the-right-way-to-fight-nativists'}], 'index': {'byteEnd': 295, 'byteStart': 266}}]",['en'],"On paper, the modern refugee system has roots in a set of moral certainties that governments signed up to after WW2. Actually the history of the Geneva refugee convention and the asylum system is much messier and more political than that. My column TheTelegram 1/2

economist.com/internationa...",app.bsky.embed.external#view,https://economist.com/international/2025/03/20/the-right-way-to-fight-nativists,The right way to fight nativists,A revealing new history of the cold-war crisis that inspired modern refugee law,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:uod7l6gktnbincngqypbi4zb/bafkreiegadkf3qh52onyykfkdjkvtfibvg76kvibmz2y7o3gy6p77oskym@jpeg,1,3,16,0,2025-03-21T15:41:19.751Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-21T15:44:18.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:f6cn2pnbt5mg5vofx363xmrt/app.bsky.feed.post/3lkv56rdvvc2y,bafyreid25zh5txpgkyiabegvsfniide2g3sbxurx4dbb2akp7fi7p7kv6i,did:plc:f6cn2pnbt5mg5vofx363xmrt,ainsliejstone.bsky.social,Ainslie Johnstone,https://cdn.bsky.app/img/avatar/plain/did:plc:f6cn2pnbt5mg5vofx363xmrt/bafkreifz5dspu3g3wikpmk4eaj6k5l5up3ztsr3yuok67oaol7k73ec4xi@jpeg,False,False,[],2023-10-12T15:35:14.998Z,app.bsky.feed.post,2025-03-21T11:45:11.217Z,app.bsky.embed.external,"A growing group of scientists think so, and are asking whether antivirals could treat the disease",blob,bafkreicclsis7dvq3jymvrv4cbja2sxoaeydb6pmzhjlpsncqujtuwktb4,image/jpeg,386258.0,Do viruses trigger Alzheimer’s?,https://www.economist.com/science-and-technology/2025/03/17/do-viruses-trigger-alzheimers,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/science-and-technology/2025/03/17/do-viruses-trigger-alzheimers'}], 'index': {'byteEnd': 297, 'byteStart': 264}}]",['en'],"For decades Alzheimer’s research has been marred by disappointment—existing drugs only slow the disease. Now an old idea, once dismissed as fringe, is making a comeback. If it’s right, millions of cases could be prevented using medicines we already have...

www.economist.com/science-and-...",app.bsky.embed.external#view,https://www.economist.com/science-and-technology/2025/03/17/do-viruses-trigger-alzheimers,Do viruses trigger Alzheimer’s?,"A growing group of scientists think so, and are asking whether antivirals could treat the disease",https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:f6cn2pnbt5mg5vofx363xmrt/bafkreicclsis7dvq3jymvrv4cbja2sxoaeydb6pmzhjlpsncqujtuwktb4@jpeg,3,12,38,1,2025-03-21T11:45:14.954Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-21T12:52:12.552Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:fidlfwaezwm2zmmszdfabgy2/app.bsky.feed.post/3lkptqaecfs2h,bafyreiami3dsfswcvp4s7sdihnnspkpqxfzftnmlfmn7s2hxpscexy6a7e,did:plc:fidlfwaezwm2zmmszdfabgy2,archiehall.bsky.social,Archie Hall,https://cdn.bsky.app/img/avatar/plain/did:plc:fidlfwaezwm2zmmszdfabgy2/bafkreic25qah6xbkwdduekek2y6wtj5kpnfztriopti5mygwnauijr4qli@jpeg,False,False,[],2023-11-21T08:06:50.899Z,app.bsky.feed.post,2025-03-19T09:12:41.205593Z,app.bsky.embed.images,,,,,,,,"[{'features': [{'$type': 'app.bsky.richtext.facet#mention', 'did': 'did:plc:mhzk3blh4pfxo3fqh2meowbb'}], 'index': {'byteEnd': 103, 'byteStart': 89}}, {'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/britain/2025/03/18/blighty-newsletter-why-are-so-many-britons-not-working'}], 'index': {'byteEnd': 204, 'byteStart': 172}}]",['en'],"Come for the chart, stay for the unnecessary autobiographical detour— I wrote Blighty, @economist.com newsletter on Britain this week.

Read (and indeed subscribe) here: www.economist.com/britain/202...",app.bsky.embed.images#view,,,,,1,2,13,0,2025-03-19T09:12:42.053Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-19T09:15:21.255Z,"[{'alt': '', 'aspectRatio': {'height': 1184, 'width': 1179}, 'image': {'$type': 'blob', 'ref': {'$link': 'bafkreihe3ytm5zz7eo5llcmgfovt4is36ygazpyd6cbr23czbwmp7eo7ve'}, 'mimeType': 'image/jpeg', 'size': 479209}}, {'alt': '', 'aspectRatio': {'height': 1364, 'width': 1179}, 'image': {'$type': 'blob', 'ref': {'$link': 'bafkreih46byqnmybnyuhwquaq26dbj3x34yzmbow4ddtdhsfxw5lbsythq'}, 'mimeType': 'image/jpeg', 'size': 482892}}]","[{'thumb': 'https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:fidlfwaezwm2zmmszdfabgy2/bafkreihe3ytm5zz7eo5llcmgfovt4is36ygazpyd6cbr23czbwmp7eo7ve@jpeg', 'fullsize': 'https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:fidlfwaezwm2zmmszdfabgy2/bafkreihe3ytm5zz7eo5llcmgfovt4is36ygazpyd6cbr23czbwmp7eo7ve@jpeg', 'alt': '', 'aspectRatio': {'height': 1184, 'width': 1179}}, {'thumb': 'https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:fidlfwaezwm2zmmszdfabgy2/bafkreih46byqnmybnyuhwquaq26dbj3x34yzmbow4ddtdhsfxw5lbsythq@jpeg', 'fullsize': 'https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:fidlfwaezwm2zmmszdfabgy2/bafkreih46byqnmybnyuhwquaq26dbj3x34yzmbow4ddtdhsfxw5lbsythq@jpeg', 'alt': '', 'aspectRatio': {'height': 1364, 'width': 1179}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:fidlfwaezwm2zmmszdfabgy2/app.bsky.feed.post/3lkohmsgxkr2b,bafyreib7iywwnn3n5zsyyz6u32jsalgpgfxw5frdzwn2vzsat7sbvrwgum,did:plc:fidlfwaezwm2zmmszdfabgy2,archiehall.bsky.social,Archie Hall,https://cdn.bsky.app/img/avatar/plain/did:plc:fidlfwaezwm2zmmszdfabgy2/bafkreic25qah6xbkwdduekek2y6wtj5kpnfztriopti5mygwnauijr4qli@jpeg,False,False,[],2023-11-21T08:06:50.899Z,app.bsky.feed.post,2025-03-18T20:03:21.312658Z,app.bsky.embed.external,But Labour’s other economic policies risk undermining its efforts,blob,bafkreia7ufz7wt5fthrfk64beqod4ybrsfv7vyiezj5wq2gfo3ey6fcc7m,image/webp,308856.0,Britain at last takes aim at worklessness,https://www.economist.com/leaders/2025/03/18/britain-at-last-takes-aim-at-worklessness,"[{'features': [{'$type': 'app.bsky.richtext.facet#mention', 'did': 'did:plc:mhzk3blh4pfxo3fqh2meowbb'}], 'index': {'byteEnd': 243, 'byteStart': 229}}, {'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/leaders/2025/03/18/britain-at-last-takes-aim-at-worklessness'}], 'index': {'byteEnd': 284, 'byteStart': 252}}]",['en'],"Quick take on Labour’s announcements today to tacke worklessness:
— After years of dithering by multiple governments, any action is welcome
— The rest of Labour’s economic agenda may well sabotage this effort

More in my @economist.com leader:
www.economist.com/leaders/202...",app.bsky.embed.external#view,https://www.economist.com/leaders/2025/03/18/britain-at-last-takes-aim-at-worklessness,Britain at last takes aim at worklessness,But Labour’s other economic policies risk undermining its efforts,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:fidlfwaezwm2zmmszdfabgy2/bafkreia7ufz7wt5fthrfk64beqod4ybrsfv7vyiezj5wq2gfo3ey6fcc7m@jpeg,3,2,14,2,2025-03-18T20:03:21.952Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-18T20:12:13.253Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:fidlfwaezwm2zmmszdfabgy2/app.bsky.feed.post/3lkodxbmbjc26,bafyreifdedtewm5dlmyy6kw4h454aunrbthwuauyclcxxt75pi3viyyxeu,did:plc:fidlfwaezwm2zmmszdfabgy2,archiehall.bsky.social,Archie Hall,https://cdn.bsky.app/img/avatar/plain/did:plc:fidlfwaezwm2zmmszdfabgy2/bafkreic25qah6xbkwdduekek2y6wtj5kpnfztriopti5mygwnauijr4qli@jpeg,False,False,[],2023-11-21T08:06:50.899Z,app.bsky.feed.post,2025-03-18T18:57:37.856Z,app.bsky.embed.external,"Despite reasons for caution, there is much to commend in the work of Ezra Klein, Derek Thompson and Marc Dunkelman",blob,bafkreih2ij2dmtg6xmw327hbtwf4a3rskp46zuf73ewxhrc2kp7g3qjjs4,image/jpeg,821193.0,America’s Democrats would be wise to embrace “abundance liberalism”,https://www.economist.com/finance-and-economics/2025/03/18/americas-democrats-would-be-wise-to-embrace-abundance-liberalism,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/finance-and-economics/2025/03/18/americas-democrats-would-be-wise-to-embrace-abundance-liberalism'}], 'index': {'byteEnd': 283, 'byteStart': 250}}]",['en'],"Amid a flurry of book reviews calling the Abundance liberals too neoliberal, I've—valiantly—taken the other side to encourage them to lean further in a markets-y direction.

My review for @economist.com of Abundance and Why Nothing Works ⬇️

www.economist.com/finance-and-...",app.bsky.embed.external#view,https://www.economist.com/finance-and-economics/2025/03/18/americas-democrats-would-be-wise-to-embrace-abundance-liberalism,America’s Democrats would be wise to embrace “abundance liberalism”,"Despite reasons for caution, there is much to commend in the work of Ezra Klein, Derek Thompson and Marc Dunkelman",https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:fidlfwaezwm2zmmszdfabgy2/bafkreih2ij2dmtg6xmw327hbtwf4a3rskp46zuf73ewxhrc2kp7g3qjjs4@jpeg,0,3,17,2,2025-03-18T18:58:14.057Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-18T19:00:47.451Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
